0.180000	49
0.330000	35
0.480000	38
0.480000	49
0.780000	35
0.780000	49
0.930000	49
1.090000	35
1.100000	49
1.730000	35
1.730000	49
1.880000	38
2.030000	49
2.180000	35
2.180000	49
2.330000	35
2.330000	49
2.640000	49
2.790000	35
2.950000	38
2.950000	49
3.250000	35
3.250000	49
3.550000	35
3.560000	49
3.710000	49
3.870000	49
4.170000	35
4.170000	49
4.320000	38
4.470000	49
4.630000	35
4.790000	35
4.790000	49
5.080000	49
5.230000	35
5.380000	38
5.380000	49
5.680000	49
5.830000	38
5.980000	35
5.980000	49
6.270000	47
6.580000	47
6.740000	47
6.890000	47
7.040000	35
7.180000	38
7.180000	47
7.860000	49
8.510000	35
8.510000	49
9.100000	38
9.100000	42
9.100000	49
9.420000	42
9.560000	35
9.700000	35
9.700000	42
9.860000	42
10.020000	42
